right_track,economy_better,pres_approval,vote_intention,vote_2020,consider_trump,not_trump,cand_favorability_trump,cand_favorability_biden,trump_biden,employment,gender,census_region,race_ethnicity,household_income,education,age,state,vote_trump,vote_Biden,is_male
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Homemaker,Female,West,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",58,CA,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,South,White,"$90,000 to $94,999",Masters degree,61,AL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,"Black, or African American",NA,"College Degree (such as B.A., B.S.)",52,GA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very favorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Female,Midwest,White,"$15,000 to $19,999",High school graduate,57,OH,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",68,AL,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Homemaker,Female,Northeast,White,NA,"Completed some college, but no degree",61,NJ,0,1,0
0,1,Somewhat approve,"No, I am not eligible to vote",I would not vote,Don't know,No,Very favorable,Very favorable,Donald Trump,Student,Male,Midwest,"Black, or African American","$25,000 to $29,999","Completed some college, but no degree",23,OH,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$175,000 to $199,999","Completed some college, but no degree",60,NY,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$50,000 to $54,999",Associate Degree,71,MA,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Male,Midwest,White,"$25,000 to $29,999","Completed some college, but no degree",50,OH,1,0,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$60,000 to $64,999",Other post high school vocational training,53,NJ,1,0,1
1,1,Somewhat approve,Not sure,Donald Trump,Don't know,Don't know,Very favorable,Very unfavorable,Donald Trump,Unemployed or temporarily on layoff,Female,South,White,NA,High school graduate,23,VA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,White,"Less than $14,999","Completed some college, but no degree",60,PA,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$70,000 to $74,999",Masters degree,72,SC,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,White,NA,"College Degree (such as B.A., B.S.)",56,OH,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,White,"$50,000 to $54,999",High school graduate,66,CA,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very favorable,Donald Trump,Full-time employed,Female,West,"Black, or African American","$100,000 to $124,999","College Degree (such as B.A., B.S.)",47,AZ,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Male,West,Some other race,"Less than $14,999",High school graduate,35,CA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,South,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",25,GA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,Northeast,White,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",64,CT,0,1,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$70,000 to $74,999",High school graduate,57,IL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,South,White,"$40,000 to $44,999",Other post high school vocational training,71,NC,0,1,1
0,0,Strongly disapprove,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,West,White,"$25,000 to $29,999",High school graduate,34,NV,0,1,0
0,0,Somewhat disapprove,Not sure,I am not sure/don't know,Don't know,Don't know,Very unfavorable,Very unfavorable,Donald Trump,Homemaker,Female,South,White,NA,"Completed some college, but no degree",31,TX,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",31,IN,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,Northeast,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",36,MA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,White,"$50,000 to $54,999","Completed some graduate, but no degree",54,VT,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,No,NA,Haven't heard enough,Very unfavorable,Donald Trump,Full-time employed,Male,West,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",44,CA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,West,White,"$45,000 to $49,999",Associate Degree,70,OR,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Joe Biden,Don't know,Yes,Somewhat favorable,Very favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$70,000 to $74,999","Completed some college, but no degree",73,OH,0,1,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Midwest,White,"$40,000 to $44,999",Associate Degree,62,MN,1,0,0
1,0,Somewhat approve,"No, I am not eligible to vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Student,Male,Midwest,White,"$45,000 to $49,999",Completed some high school,18,MI,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,NA,"College Degree (such as B.A., B.S.)",28,IN,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,NA,NA,Donald Trump,Full-time employed,Female,Midwest,White,"$35,000 to $39,999",High school graduate,59,IN,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Female,South,White,"$30,000 to $34,999",Completed some high school,84,AL,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Permanently disabled,Female,South,White,"$20,000 to $24,999",Other post high school vocational training,60,FL,1,0,0
NA,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$175,000 to $199,999",Doctorate degree,40,FL,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,NA,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$75,000 to $79,999",Masters degree,45,NY,0,1,1
0,0,Strongly approve,"No, I am not eligible to vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Homemaker,Female,South,White,"$55,000 to $59,999","Completed some college, but no degree",31,TN,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$35,000 to $39,999",Associate Degree,30,WI,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Northeast,White,"$65,000 to $69,999",Masters degree,64,CT,0,1,0
1,0,Somewhat approve,"No, I will not vote but I am eligible",I would not vote,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",42,OH,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Northeast,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",43,NJ,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Retired,Female,South,White,"$15,000 to $19,999","Completed some college, but no degree",77,NC,1,0,0
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,West,White,"$45,000 to $49,999","Completed some college, but no degree",62,CA,0,1,0
0,0,Not sure,Not sure,I would not vote,Don't know,Don't know,Haven't heard enough,Haven't heard enough,Don't Know,Student,Male,South,"Black, or African American","Less than $14,999","College Degree (such as B.A., B.S.)",24,OK,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Someone else,No,Not Asked,Very unfavorable,Somewhat unfavorable,Don't Know,Part-time employed,Female,Northeast,White,"$35,000 to $39,999",High school graduate,56,CT,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Female,Midwest,White,"$30,000 to $34,999",Associate Degree,56,IN,0,1,0
1,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,South,White,"$50,000 to $54,999",Completed some high school,62,FL,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Haven't heard enough,Joe Biden,Retired,Female,South,"Black, or African American","$25,000 to $29,999",Associate Degree,65,NC,0,1,0
0,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat favorable,Donald Trump,Part-time employed,Female,Midwest,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",36,MO,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$30,000 to $34,999",Associate Degree,61,IN,1,0,0
0,0,Somewhat approve,Not sure,Joe Biden,Don't know,Yes,Somewhat favorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$35,000 to $39,999",High school graduate,58,OH,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,West,White,"$175,000 to $199,999",Masters degree,25,CA,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Other:,Female,Northeast,White,NA,High school graduate,52,PA,1,0,0
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Very unfavorable,Haven't heard enough,Don't Know,Full-time employed,Female,South,White,"$40,000 to $44,999","Completed some college, but no degree",48,MD,0,0,0
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very unfavorable,Somewhat unfavorable,Donald Trump,Part-time employed,Female,Northeast,White,"$95,000 to $99,999",Masters degree,40,NY,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,West,White,"$70,000 to $74,999","Completed some college, but no degree",31,NV,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,South,"Black, or African American","$100,000 to $124,999","College Degree (such as B.A., B.S.)",59,GA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$30,000 to $34,999",Masters degree,51,NC,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Self-employed,Female,South,"Black, or African American","$55,000 to $59,999",Associate Degree,24,GA,0,1,0
1,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,South,White,"$65,000 to $69,999",Associate Degree,44,TX,0,1,0
0,0,Not sure,Not sure,I would not vote,Don't know,Don't know,Haven't heard enough,Very favorable,Don't Know,Self-employed,Female,South,Asian (Korean),"Less than $14,999",Completed some high school,20,TX,0,0,0
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Self-employed,Female,West,White,"$40,000 to $44,999","Completed some graduate, but no degree",48,ID,0,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Retired,Female,South,White,"$150,000 to $174,999",Masters degree,65,FL,1,0,0
0,0,Not sure,Not sure,I am not sure/don't know,Don't know,Don't know,Haven't heard enough,Haven't heard enough,Don't Know,Homemaker,Female,Midwest,White,NA,High school graduate,29,OH,0,0,0
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,Some other race,"Less than $14,999","Completed some college, but no degree",22,GA,0,1,0
0,0,Somewhat disapprove,Not sure,I would not vote,No,NA,Somewhat favorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$125,000 to $149,999",Other post high school vocational training,50,MD,0,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Homemaker,Female,West,White,"$70,000 to $74,999",Other post high school vocational training,40,AK,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Part-time employed,Female,South,White,NA,"College Degree (such as B.A., B.S.)",48,VA,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Haven't heard enough,Somewhat favorable,Donald Trump,Part-time employed,Male,Midwest,White,"$30,000 to $34,999","Completed some college, but no degree",24,OH,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$70,000 to $74,999",Other post high school vocational training,67,PA,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat favorable,Somewhat favorable,Joe Biden,Part-time employed,Male,South,"Black, or African American","$30,000 to $34,999",Associate Degree,20,FL,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Someone else,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,White,"$65,000 to $69,999",High school graduate,25,TN,0,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Retired,Female,South,White,"$65,000 to $69,999",High school graduate,65,SC,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Homemaker,Female,Northeast,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",60,PA,1,0,0
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I am not sure/don't know,No,Not Asked,Somewhat favorable,Haven't heard enough,Don't Know,Self-employed,Female,South,Some other race,"$20,000 to $24,999",Associate Degree,19,TX,0,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Female,South,White,"$25,000 to $29,999","Completed some college, but no degree",60,TX,1,0,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Very unfavorable,Don't Know,Part-time employed,Male,Northeast,"Black, or African American","$20,000 to $24,999",Associate Degree,30,NY,0,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Northeast,White,"$20,000 to $24,999",High school graduate,65,PA,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Permanently disabled,Female,South,White,NA,Associate Degree,43,NC,1,0,0
1,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Yes,Yes,Somewhat favorable,Somewhat favorable,Don't Know,Other:,Male,Midwest,American Indian or Alaska Native,"$25,000 to $29,999",Associate Degree,37,MI,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,NA,Somewhat favorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$95,000 to $99,999","Completed some college, but no degree",73,NY,0,1,0
1,1,Strongly approve,"Yes, I will vote",Joe Biden,Yes,Yes,Somewhat favorable,Very favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$90,000 to $94,999",Masters degree,45,IN,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,South,White,"$20,000 to $24,999",High school graduate,73,NC,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Student,Female,South,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",35,FL,0,1,0
1,0,Strongly approve,"No, I will not vote but I am eligible",Donald Trump,Don't know,Don't know,Very favorable,Very unfavorable,Donald Trump,Unemployed or temporarily on layoff,Female,South,White,"$40,000 to $44,999","Completed some college, but no degree",43,GA,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$50,000 to $54,999","Completed some college, but no degree",63,FL,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Haven't heard enough,Donald Trump,Full-time employed,Male,Northeast,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",30,NJ,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,NA,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,Midwest,"Black, or African American",NA,Middle School - Grades 4 - 8,47,MI,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Female,South,White,"$75,000 to $79,999",Associate Degree,73,SC,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Self-employed,Male,West,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",67,CO,1,0,1
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Somewhat favorable,Somewhat favorable,Donald Trump,Unemployed or temporarily on layoff,Female,West,White,NA,Completed some high school,20,CO,1,0,0
0,0,Somewhat disapprove,"No, I am not eligible to vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Part-time employed,Female,South,White,"$95,000 to $99,999",High school graduate,19,FL,0,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Student,Female,West,Asian (Other),"$30,000 to $34,999","Completed some college, but no degree",22,CA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$75,000 to $79,999",Masters degree,35,MO,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$20,000 to $24,999",Associate Degree,61,NY,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Female,Northeast,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",59,NJ,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$25,000 to $29,999",Associate Degree,73,FL,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$25,000 to $29,999","Completed some college, but no degree",44,IA,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Retired,Female,West,White,"$45,000 to $49,999","Completed some college, but no degree",63,CA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,West,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",32,OR,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$35,000 to $39,999",Masters degree,72,NJ,1,0,0
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Unemployed or temporarily on layoff,Female,South,"Black, or African American",NA,"College Degree (such as B.A., B.S.)",27,KY,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very unfavorable,Joe Biden,Homemaker,Female,South,"Black, or African American","Less than $14,999","Completed some college, but no degree",24,TN,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,"Black, or African American","Less than $14,999","College Degree (such as B.A., B.S.)",57,FL,0,1,0
0,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,Yes,Yes,Somewhat unfavorable,Haven't heard enough,Joe Biden,Student,Female,Northeast,White,NA,"Completed some college, but no degree",20,NJ,0,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Female,South,White,"$35,000 to $39,999",High school graduate,70,TX,1,0,0
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Very unfavorable,Don't Know,Full-time employed,Female,South,White,"$30,000 to $34,999",High school graduate,58,VA,0,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$125,000 to $149,999","Completed some graduate, but no degree",34,MN,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,Midwest,White,"$25,000 to $29,999",High school graduate,74,IL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,Northeast,"Black, or African American","Less than $14,999",High school graduate,22,PA,0,1,0
0,0,Somewhat approve,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Very unfavorable,Don't Know,Part-time employed,Female,South,"Black, or African American","Less than $14,999",High school graduate,19,TX,0,0,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Haven't heard enough,Don't Know,Homemaker,Female,Midwest,White,"Less than $14,999",High school graduate,46,IN,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Haven't heard enough,Don't Know,Part-time employed,Female,Midwest,Some other race,"$20,000 to $24,999",Other post high school vocational training,32,IN,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Student,Female,Northeast,Some other race,"$75,000 to $79,999","Completed some college, but no degree",18,NJ,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Northeast,"Black, or African American","$80,000 to $84,999",Associate Degree,35,PA,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Joe Biden,Yes,Yes,Somewhat favorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,White,NA,High school graduate,20,FL,0,1,1
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Somewhat favorable,Somewhat favorable,Don't Know,Student,Male,West,Asian (Chinese),NA,"Completed some college, but no degree",24,CA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Midwest,White,"$30,000 to $34,999","Completed some college, but no degree",63,KS,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,West,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",35,OR,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$40,000 to $44,999",Other post high school vocational training,68,TN,1,0,0
0,0,Strongly disapprove,"No, I am not eligible to vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,West,Asian (Filipino),"$50,000 to $54,999",Masters degree,41,CA,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Retired,Female,West,White,"$85,000 to $89,999",High school graduate,70,OR,1,0,0
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Female,South,White,"$15,000 to $19,999",High school graduate,35,TX,0,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,West,White,"$125,000 to $149,999",Masters degree,62,AZ,1,0,0
0,1,Strongly disapprove,NA,I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,Joe Biden,Unemployed or temporarily on layoff,Female,South,"Black, or African American","Less than $14,999",Completed some high school,43,SC,0,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,South,White,"$55,000 to $59,999",Masters degree,52,MD,1,0,1
